census_year,block_id,property_id,base_property_id,building_address,clue_small_area,trading_name,business_address,industry_anzsic4_code,industry_anzsic4_description,seating_type,number_of_seats,longitude,latitude,location
2022,65,105698,105698,269-321 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Au79 Emporium Pty Ltd,"Shop 308, 287 Lonsdale Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,78,144.96392893701363,-37.81247035035,"-37.81247035035, 144.96392893701363"
2022,65,105698,105698,269-321 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Pho Nom,Shop LG33 287 Lonsdale Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,38,144.96392893701363,-37.81247035035,"-37.81247035035, 144.96392893701363"
2022,65,105698,105698,269-321 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Tetsujin,Shop M04 287 Lonsdale Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,100,144.96392893701363,-37.81247035035,"-37.81247035035, 144.96392893701363"
2022,65,105698,105698,269-321 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Little Sparrow Emporium,Kiosk 06 287 Lonsdale Street MELBOURNE VIC 3000,4512,Takeaway Food Services,Seats - Indoor,32,144.96392893701363,-37.81247035035,"-37.81247035035, 144.96392893701363"
2022,65,105698,105698,269-321 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Unabara / Gyoza Gyoza,"Shop 136, 287 Lonsdale Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,100,144.96392893701363,-37.81247035035,"-37.81247035035, 144.96392893701363"
2022,65,105875,105875,Break Free (Heritage on Little Bourke) 318-322 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Penny Blue,2 Driver Lane MELBOURNE VIC 3000,4520,"Pubs, Taverns and Bars",Seats - Outdoor,14,144.96312748625002,-37.81292588925007,"-37.81292588925007, 144.96312748625002"
2022,65,105875,105875,Break Free (Heritage on Little Bourke) 318-322 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Beneath Driver Lane,Basement 318 Little Bourke Street MELBOURNE VIC 3000,4520,"Pubs, Taverns and Bars",Seats - Indoor,75,144.96312748625002,-37.81292588925007,"-37.81292588925007, 144.96312748625002"
2022,65,109292,109292,243-249 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Dodee Paidang Thai Street Food,Ground 245 Swanston Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,24,144.9647362546334,-37.8123009589,"-37.8123009589, 144.9647362546334"
2022,65,109293,109293,251-253 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Dragon Hot Pot,251-253 Swanston Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,42,144.96469654784636,-37.81221432995,"-37.81221432995, 144.96469654784636"
2022,65,109294,109294,255 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),YourThai Rice & Noodle Bar,Gnd & Bmt 255 Swanston Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,90,144.9646730147303,-37.81216384075,"-37.81216384075, 144.9646730147303"
2022,65,109295,109295,257-259 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),China Bar,257-259 Swanston Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,120,144.9646472828506,-37.8121141066,"-37.8121141066, 144.9646472828506"
2022,65,109298,109298,269 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Dumplings Plus,269 Swanston Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,115,144.9645730840729,-37.811954275000005,"-37.811954275000005, 144.9645730840729"
2022,65,109299,109299,271 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),OPPA (Korean Kitchen),271 Swanston Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,55,144.9645514148022,-37.811901305,"-37.811901305, 144.9645514148022"
2022,66,105688,105688,197 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Tsindos Greek Restaurant,Gnd & Flr1 197 Lonsdale Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,80,144.96657644959998,-37.81128491091033,"-37.81128491091033, 144.96657644959998"
2022,66,105690,105690,203-207 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Ling Nam Restaurant,Part Ground 203 Lonsdale Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,100,144.96635400265,-37.81133116671186,"-37.81133116671186, 144.96635400265"
2022,66,105882,105882,212 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),The Crane,212 Little Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,80,144.9662784327,-37.81203225903197,"-37.81203225903197, 144.9662784327"
2022,66,105883,105883,208-210 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Jiyu Thai Hot Pot,Part Gnd & Flr1 208-210 Little Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,74,144.96641826709998,-37.812028401575105,"-37.812028401575105, 144.96641826709998"
2022,66,105889,105889,178-190 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Bornga Melbourne,Level 1 178-190 Little Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,110,144.96692568425,-37.81185619915,"-37.81185619915, 144.96692568425"
2022,66,105889,105889,178-190 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Le Charme,"Shop 1, Ground 178 Little Bourke Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,42,144.96692568425,-37.81185619915,"-37.81185619915, 144.96692568425"
2022,66,108548,108548,205-207 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Sweetie And Moustache Dessert Lounge,Floor 3-4 207 Russell Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,80,144.96729827565002,-37.8116985196,"-37.8116985196, 144.96729827565002"
2022,66,108550,108550,213-217 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Dragon Hot Pot,Ground 213 Russell Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,35,144.96723626336993,-37.81156147555,"-37.81156147555, 144.96723626336993"
2022,66,108555,108555,235-241 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Stalactites Restaurant,177-183 Lonsdale Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,15,144.96703695126735,-37.81111923365,"-37.81111923365, 144.96703695126735"
2022,66,108555,108555,235-241 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),China Bar,Gnd & Flr1 235 Russell Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,115,144.96703695126735,-37.81111923365,"-37.81111923365, 144.96703695126735"
2022,66,109389,109389,247-255 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Shan Cheng Wai Fish And Pickles,Shop Ground 268 Swanston Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,28,144.96509402739338,-37.811694499850006,"-37.811694499850006, 144.96509402739338"
2022,66,109390,109390,264-266 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Noodle Kingdom,Part Ground & Level 1-2 264 Swanston Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,120,144.96514740335823,-37.81181061845,"-37.81181061845, 144.96514740335823"
2022,66,109394,109394,244 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),MASTER LANZHOU NOODLE BAR,244 Swanston Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,50,144.96534258699637,-37.81214672715,"-37.81214672715, 144.96534258699637"
2022,66,109396,109396,240 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Colourful Yunnan Swanston,240 Swanston Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,66,144.9653779192093,-37.81222317925,"-37.81222317925, 144.9653779192093"
2022,66,109435,109435,23-25 Tattersalls Lane MELBOURNE VIC 3000,Melbourne (CBD),Shanghai Dumpling,Gnd & Flr1 23 Tattersalls Lane MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,40,144.96543702245242,-37.81186417405,"-37.81186417405, 144.96543702245242"
2022,66,109952,109952,7-9 Waratah Place MELBOURNE VIC 3000,Melbourne (CBD),Manchuria,Level 1 7-9 Waratah Place MELBOURNE VIC 3000,4520,"Pubs, Taverns and Bars",Seats - Indoor,45,144.96699031789075,-37.8116248871,"-37.8116248871, 144.96699031789075"
2022,66,520597,520597,234 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Crazy Wing,234 Little Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,70,144.9658722448,-37.812218769655274,"-37.812218769655274, 144.9658722448"
2022,67,102198,102198,22-26 Corrs Lane MELBOURNE VIC 3000,Melbourne (CBD),Sichuan House,Ground 22-26 Corrs Lane MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,98,144.968324247882,-37.81099753385,"-37.81099753385, 144.968324247882"
2022,67,103605,103605,231-233 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),Pinto Thai Food,231 Exhibition Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,20,144.96951282831378,-37.81050752475,"-37.81050752475, 144.96951282831378"
2022,67,103606,103606,237-239 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),Curry Bowl,Ground 101 Lonsdale Street MELBOURNE VIC 3000,4512,Takeaway Food Services,Seats - Indoor,10,144.9694509853303,-37.810371721150005,"-37.810371721150005, 144.9694509853303"
2022,67,105674,105674,107-111 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Bar Margaux,Basement 111 Lonsdale Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,213,144.96911920399998,-37.81053361933401,"-37.81053361933401, 144.96911920399998"
2022,67,105679,105679,131-137 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Encore Restaurant & Bar,Part Ground 131 Lonsdale Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,35,144.96851480934998,-37.810927165145536,"-37.810927165145536, 144.96851480934998"
2022,67,105679,105679,131-137 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Footlights Restaurant,Part Ground 131 Lonsdale Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,80,144.96851480934998,-37.810927165145536,"-37.810927165145536, 144.96851480934998"
2022,67,105682,105682,149-155 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Dainty Sichuan Food,149-155 Lonsdale Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,280,144.96801680555,-37.81090659756655,"-37.81090659756655, 144.96801680555"
2022,67,105893,105893,120-122 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Empress of China,120-122 Little Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,100,144.96890910355,-37.811315506682675,"-37.811315506682675, 144.96890910355"
2022,67,105895,105895,112-114 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Shanghai Village,112-114 Little Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,180,144.9690758661,-37.8112460341178,"-37.8112460341178, 144.9690758661"
2022,67,108582,108582,Mantra On Russell 210-222 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Ishiya Stonegrill,152 Little Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,40,144.9679605734296,-37.81133821925,"-37.81133821925, 144.9679605734296"
2022,67,108582,108582,Mantra On Russell 210-222 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Shanghai Street Xiaolongboa & Dumpling,146-148 Little Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,80,144.9679605734296,-37.81133821925,"-37.81133821925, 144.9679605734296"
2022,67,108582,108582,Mantra On Russell 210-222 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Sichuan Impression,150 Little Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,60,144.9679605734296,-37.81133821925,"-37.81133821925, 144.9679605734296"
2022,68,103620,103620,196-226 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),Supagrind,"Tenancy 1, Ground 222 Exhibition Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,35,144.97048167014998,-37.810474703008225,"-37.810474703008225, 144.97048167014998"
2022,68,105672,105672,53-57 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Bobbys Coffee & Bagels,Rear 57 Lonsdale Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,16,144.97071442655,-37.810057226852095,"-37.810057226852095, 144.97071442655"
2022,68,105900,105900,40-46 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Longrain Melbourne,Ground 40-44 Little Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,140,144.9711821656,-37.81059080656873,"-37.81059080656873, 144.9711821656"
2022,68,107767,107767,18-20 Punch Lane MELBOURNE VIC 3000,Melbourne (CBD),Sunda,18-20 Punch Lane MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,66,144.97110794117347,-37.8104312791,"-37.8104312791, 144.97110794117347"
2022,68,108990,108990,209-227 Spring Street MELBOURNE VIC 3000,Melbourne (CBD),Anda Cafe,Part Ground 215 Spring Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,18,144.97187597074836,-37.8099447865,"-37.8099447865, 144.97187597074836"
2022,71,105317,105317,275 King Street MELBOURNE VIC 3000,Melbourne (CBD),Yabby House,275 King Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,15,144.9542613413308,-37.813810950450005,"-37.813810950450005, 144.9542613413308"
2022,71,711415,108962,244-262 Spencer Street MELBOURNE VIC 3000,Melbourne (CBD),Paik’s Bibim,Part 262 Spencer Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,20,144.9526853697467,-37.8144522824,"-37.8144522824, 144.9526853697467"
2022,72,105375,105375,276-282 King Street MELBOURNE VIC 3000,Melbourne (CBD),Crispy King,"Shop 4, 280 King Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,26,144.95482420112944,-37.81349891145,"-37.81349891145, 144.95482420112944"
2022,72,105376,105376,262-274 King Street MELBOURNE VIC 3000,Melbourne (CBD),Gangnam Pocha,Pt Lot S2 270 King Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,37,144.95492983693762,-37.81372382115,"-37.81372382115, 144.95492983693762"
2022,72,105725,105725,552-554 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),YOONS KITCHEN,Ground 552 Lonsdale Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,40,144.9558776365,-37.813850683319146,"-37.813850683319146, 144.9558776365"
2022,72,105725,105725,552-554 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),YOONS KITCHEN,Ground 552 Lonsdale Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,18,144.9558776365,-37.813850683319146,"-37.813850683319146, 144.9558776365"
2022,72,105727,105727,528-538 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Cafe Court,536 Lonsdale Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,30,144.95642184692633,-37.81365703285,"-37.81365703285, 144.95642184692633"
2022,72,106023,106023,551-555 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Delicious Asian Cuisines & Pho,"Shop 2, 551-555 Little Lonsdale Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,24,144.95556507794998,-37.81329562136028,"-37.81329562136028, 144.95556507794998"
2022,72,105726,110707,Joan Rosanove Chambers 550 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Sinjeon Food System,"Shop C2, 10C Healeys Lane MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,8,144.95600158025002,-37.81346261063083,"-37.81346261063083, 144.95600158025002"
2022,72,105726,110707,Joan Rosanove Chambers 550 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Jang Gun Restaurant,"Shop C1, 10B Healeys Lane MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,10,144.95600158025002,-37.81346261063083,"-37.81346261063083, 144.95600158025002"
2022,72,105726,110707,Joan Rosanove Chambers 550 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Sinjeon Food System,"Shop C2, 10C Healeys Lane MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,35,144.95600158025002,-37.81346261063083,"-37.81346261063083, 144.95600158025002"
2022,72,105726,110707,Joan Rosanove Chambers 550 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Bon Bon Boy Healeys Lane,"Shop C3, 10A Healeys Lane MELBOURNE VIC 3000",4512,Takeaway Food Services,Seats - Outdoor,6,144.95600158025002,-37.81346261063083,"-37.81346261063083, 144.95600158025002"
2022,72,110708,110707,535 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Gami City,"Shop G, 535 Little Lonsdale Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,40,144.95600158025002,-37.81346261063083,"-37.81346261063083, 144.95600158025002"
2022,72,110708,110707,535 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Seven Star Pocha,"Shop H, 535 Little Lonsdale Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,68,144.95600158025002,-37.81346261063083,"-37.81346261063083, 144.95600158025002"
2022,72,110708,110707,535 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Benny's Bakery Cafe,"Shop N, 535 Little Lonsdale Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,12,144.95600158025002,-37.81346261063083,"-37.81346261063083, 144.95600158025002"
2022,72,110708,110707,535 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Benny's Bakery Cafe,"Shop N, 535 Little Lonsdale Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,12,144.95600158025002,-37.81346261063083,"-37.81346261063083, 144.95600158025002"
2022,74,103202,103202,295-297 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Dong Ting,295-297 Elizabeth Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,197,144.96167303971083,-37.81171285475,"-37.81171285475, 144.96167303971083"
2022,74,103203,103203,299 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Fresh Air Pancake,Part Ground 299 Elizabeth Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,20,144.96164582473813,-37.81165181845,"-37.81165181845, 144.96164582473813"
2022,74,104661,104661,115-123 Hardware Street MELBOURNE VIC 3000,Melbourne (CBD),Hardware Societe,123 Hardware Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,12,144.96039374129998,-37.812107125964275,"-37.812107125964275, 144.96039374129998"
2022,74,104661,104661,115-123 Hardware Street MELBOURNE VIC 3000,Melbourne (CBD),White Mojo,115 Hardware Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,14,144.96039374129998,-37.812107125964275,"-37.812107125964275, 144.96039374129998"
2022,74,105742,105742,364-372 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Hakoya Izakaya,Ground 364 Lonsdale Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,55,144.96147267589998,-37.81222994453485,"-37.81222994453485, 144.96147267589998"
2022,74,106017,106017,391-393 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Gypsy & Pig,"Shop 3, 391 Little Lonsdale Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,20,144.9603413046,-37.811874044517,"-37.811874044517, 144.9603413046"
2022,74,106017,106017,391-393 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Gypsy & Pig,"Shop 3, 391 Little Lonsdale Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,10,144.9603413046,-37.811874044517,"-37.811874044517, 144.9603413046"
2022,74,106019,106019,399-401 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Pretty Boy Italian Steak House,Restaurant Level 1 399 Little Lonsdale Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,168,144.96013610345,-37.81204551781832,"-37.81204551781832, 144.96013610345"
2022,76,589841,105749,QV Retail & Parking 221 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Idarts Hive,243 Little Lonsdale Street MELBOURNE VIC 3000,4520,"Pubs, Taverns and Bars",Seats - Indoor,70,144.965725053002,-37.81067861705,"-37.81067861705, 144.965725053002"
2022,76,589841,105749,QV Retail & Parking 221 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Mumuyo QV,14-18 QV Urban Market MELBOURNE VIC 3000,4512,Takeaway Food Services,Seats - Indoor,5,144.965725053002,-37.81067861705,"-37.81067861705, 144.965725053002"
2022,76,589841,105749,QV Retail & Parking 221 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Chocolateria San Churro QV,251-255 Little Lonsdale Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,40,144.965725053002,-37.81067861705,"-37.81067861705, 144.965725053002"
2022,76,589841,105749,QV Retail & Parking 221 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Sushi Jiro QV,Shop QS001 1-7 QV Square MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,12,144.965725053002,-37.81067861705,"-37.81067861705, 144.965725053002"
2022,76,589841,105749,QV Retail & Parking 221 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Grill'd (QV),17-23 QV Square MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,100,144.965725053002,-37.81067861705,"-37.81067861705, 144.965725053002"
2022,76,589841,105749,QV Retail & Parking 221 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Father's Office,249 Little Lonsdale Street MELBOURNE VIC 3000,4520,"Pubs, Taverns and Bars",Seats - Indoor,95,144.965725053002,-37.81067861705,"-37.81067861705, 144.965725053002"
2022,76,589841,105749,QV Retail & Parking 221 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Hakata Gensuke QV,200 Lonsdale Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,32,144.965725053002,-37.81067861705,"-37.81067861705, 144.965725053002"
2022,76,589841,105749,QV Retail & Parking 221 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Ippudo,18-22 Artemis Lane MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,60,144.965725053002,-37.81067861705,"-37.81067861705, 144.965725053002"
2022,76,589841,105749,QV Retail & Parking 221 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Schnitz,Shop QS002 1-7 QV Square MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,76,144.965725053002,-37.81067861705,"-37.81067861705, 144.965725053002"
2022,76,589841,105749,QV Retail & Parking 221 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Papparich,11 QV Square MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,40,144.965725053002,-37.81067861705,"-37.81067861705, 144.965725053002"
2022,76,589841,105749,QV Retail & Parking 221 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Yuguro,Part 1-3 QV Urban Market MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,40,144.965725053002,-37.81067861705,"-37.81067861705, 144.965725053002"
2022,76,589841,105749,QV Retail & Parking 221 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Cafe d' Hong Kong,29-31 QV Square MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,32,144.965725053002,-37.81067861705,"-37.81067861705, 144.965725053002"
2022,76,589841,105749,QV Retail & Parking 221 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Father's Office,249 Little Lonsdale Street MELBOURNE VIC 3000,4520,"Pubs, Taverns and Bars",Seats - Outdoor,110,144.965725053002,-37.81067861705,"-37.81067861705, 144.965725053002"
2022,77,103608,103608,275-285 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),Pepe's Italian & Liquor,275-285 Exhibition Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,90,144.96890527900297,-37.809382519500005,"-37.809382519500005, 144.96890527900297"
2022,77,105751,105751,166-170 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Sulbing Dessert Bar,Ground 168 Lonsdale Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,16,144.9673695447446,-37.81056735515,"-37.81056735515, 144.9673695447446"
2022,77,105751,105751,166-170 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Sulbing Dessert Bar,Ground 168 Lonsdale Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,35,144.9673695447446,-37.81056735515,"-37.81056735515, 144.9673695447446"
2022,77,105751,105751,166-170 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Fable Melbourne,Part Rooftop 168 Lonsdale Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,100,144.9673695447446,-37.81056735515,"-37.81056735515, 144.9673695447446"
2022,77,105758,105755,Church Manse Wesley Uniting Church 130 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),The Manse,Ground Church Manse Wesley Uniting Church 130 Lonsdale Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,50,144.96817418196383,-37.80994367235,"-37.80994367235, 144.96817418196383"
2022,77,110711,105755,Wesley Place 130 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Sakura Kaiten Sushi,"Tenancy 3, 130 Lonsdale Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,42,144.96817418196383,-37.80994367235,"-37.80994367235, 144.96817418196383"
2022,77,108575,108575,264-266 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Yu Lao Da Fish Hot Pot,264-266 Russell Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,68,144.9671983425533,-37.81020101275,"-37.81020101275, 144.9671983425533"
2022,78,103618,103618,242-284 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),Coopers Inn,"Shop 1, 242 Exhibition Street MELBOURNE VIC 3000",4520,"Pubs, Taverns and Bars",Seats - Indoor,300,144.9699756013,-37.809415028369145,"-37.809415028369145, 144.9699756013"
2022,78,103618,103618,242-284 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),Bros Sushi,Shop 2A & 2B 242 Exhibition Street MELBOURNE VIC 3000,4512,Takeaway Food Services,Seats - Indoor,12,144.9699756013,-37.809415028369145,"-37.809415028369145, 144.9699756013"
