census_year,block_id,property_id,base_property_id,building_address,clue_small_area,trading_name,business_address,industry_anzsic4_code,industry_anzsic4_description,seating_type,number_of_seats,longitude,latitude,location
2022,35,109268,109268,Capitol Arcade 109-117 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Thai Viet,"Shop 4, 115 Swanston Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,16,144.965780600956,-37.8150701808,"-37.8150701808, 144.965780600956"
2022,35,109268,109268,Capitol Arcade 109-117 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Momo station,"Shop 12, 115 Swanston Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,34,144.965780600956,-37.8150701808,"-37.8150701808, 144.965780600956"
2022,35,109268,109268,Capitol Arcade 109-117 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Kim Sing Restaurant,"Shop 6A, 115 Swanston Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,32,144.965780600956,-37.8150701808,"-37.8150701808, 144.965780600956"
2022,35,109268,109268,Capitol Arcade 109-117 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Momo station,"Shop 12, 115 Swanston Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,18,144.965780600956,-37.8150701808,"-37.8150701808, 144.965780600956"
2022,35,109268,109268,Capitol Arcade 109-117 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Starbucks,117 Swanston Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,16,144.965780600956,-37.8150701808,"-37.8150701808, 144.965780600956"
2022,35,109268,109268,Capitol Arcade 109-117 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Kim Sing Restaurant,"Shop 6A, 115 Swanston Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,10,144.965780600956,-37.8150701808,"-37.8150701808, 144.965780600956"
2022,35,109270,109270,123 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Delhi Rocks,Mezz & Level 1-3 123 Swanston Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,100,144.96588625732323,-37.81482929495,"-37.81482929495, 144.96588625732323"
2022,36,102148,102148,184-192 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Bistrot D'Orsay,184 Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,50,144.9672766257,-37.81485204470721,"-37.81485204470721, 144.9672766257"
2022,36,102152,102152,162-168 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),The George on Collins,"Shop B1, Basement 162 Collins Street MELBOURNE VIC 3000",4520,"Pubs, Taverns and Bars",Seats - Indoor,150,144.96784765085,-37.814502920035494,"-37.814502920035494, 144.96784765085"
2022,36,102152,102152,162-168 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Cafenatics,"Shop 8, 162 Collins Street MELBOURNE VIC 3000",4512,Takeaway Food Services,Seats - Indoor,20,144.96784765085,-37.814502920035494,"-37.814502920035494, 144.96784765085"
2022,37,102158,102158,86-88 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Indu,86A Collins Street MELBOURNE VIC 3000,4520,"Pubs, Taverns and Bars",Seats - Outdoor,20,144.97058439059998,-37.81393676506883,"-37.81393676506883, 144.97058439059998"
2022,37,709872,102161,74-84 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Yakimono,3 Benson Walk MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,87,144.9706863215771,-37.81363930815,"-37.81363930815, 144.9706863215771"
2022,37,709872,102161,74-84 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Yakimono,3 Benson Walk MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,252,144.9706863215771,-37.81363930815,"-37.81363930815, 144.9706863215771"
2022,37,709873,102161,95-109 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),Nick & Nora's,11 Benson Walk MELBOURNE VIC 3000,4520,"Pubs, Taverns and Bars",Seats - Indoor,240,144.9706863215771,-37.81363930815,"-37.81363930815, 144.9706863215771"
2022,37,709873,102161,95-109 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),Maverick Coffee And Food,95 Little Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,50,144.9706863215771,-37.81363930815,"-37.81363930815, 144.9706863215771"
2022,37,709873,102161,95-109 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),Bowls Baby,97 Little Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,3,144.9706863215771,-37.81363930815,"-37.81363930815, 144.9706863215771"
2022,37,105915,105915,121-127 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Harry's At Stamford,Part Ground 121-127 Little Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,200,144.96976596554998,-37.81369203916043,"-37.81369203916043, 144.96976596554998"
2022,38,102167,102167,30-34 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),St Ali Canteen,Part Ground 30 Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,28,144.97246995425002,-37.81346738690684,"-37.81346738690684, 144.97246995425002"
2022,38,102168,102168,24-28 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Sargon,"Shop 1, Ground 24-28 Collins Street MELBOURNE VIC 3000",4512,Takeaway Food Services,Seats - Indoor,18,144.97270145145097,-37.81341900975,"-37.81341900975, 144.97270145145097"
2022,38,102172,102172,8 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Market Lane Coffee,Part Ground 8 Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,34,144.9732576387,-37.813143184965384,"-37.813143184965384, 144.9732576387"
2022,38,102172,102172,8 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),La Belle Miette,Part Ground 8 Collins Street MELBOURNE VIC 3000,4129,Other Specialised Food Retailing,Seats - Indoor,6,144.9732576387,-37.813143184965384,"-37.813143184965384, 144.9732576387"
2022,38,102172,102172,8 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),La Belle Miette,Part Ground 8 Collins Street MELBOURNE VIC 3000,4129,Other Specialised Food Retailing,Seats - Outdoor,6,144.9732576387,-37.813143184965384,"-37.813143184965384, 144.9732576387"
2022,38,102172,102172,8 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Market Lane Coffee,Part Ground 8 Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,10,144.9732576387,-37.813143184965384,"-37.813143184965384, 144.9732576387"
2022,38,105910,105910,25-35 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Tsuru,25 Little Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,50,144.9727053886,-37.81289801159528,"-37.81289801159528, 144.9727053886"
2022,38,105911,105911,37 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Bar Lourinha,37 Little Collins Street MELBOURNE VIC 3000,4520,"Pubs, Taverns and Bars",Seats - Outdoor,16,144.9724927199,-37.812784372789494,"-37.812784372789494, 144.9724927199"
2022,38,105912,105912,39-41 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Lupino,Ground 41 Little Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,20,144.97239238679998,-37.812799504978614,"-37.812799504978614, 144.97239238679998"
2022,38,105912,105912,39-41 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Lupino,Ground 41 Little Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,60,144.97239238679998,-37.812799504978614,"-37.812799504978614, 144.97239238679998"
2022,38,108274,108274,2-18 Ridgway Place MELBOURNE VIC 3000,Melbourne (CBD),The Lyceum Club,2-18 Ridgway Place MELBOURNE VIC 3000,4530,Clubs (Hospitality),Seats - Indoor,85,144.97259506305,-37.81314970940931,"-37.81314970940931, 144.97259506305"
2022,38,108982,108982,93-101 Spring Street MELBOURNE VIC 3000,Melbourne (CBD),Coffee Exchange,9-11 Little Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,20,144.97318235905587,-37.812599635,"-37.812599635, 144.97318235905587"
2022,41,105299,105299,131-137 King Street MELBOURNE VIC 3000,Melbourne (CBD),Ibis Styles Kingsgate,"Basement, Part Ground & Levels 1-6 131 King Street MELBOURNE VIC 3000",4400,Accommodation,Seats - Indoor,37,144.9555048584872,-37.8170831234,"-37.8170831234, 144.9555048584872"
2022,41,108966,108966,The Savoy On Little Collins 626-636 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),The Savoy Hotel Melbourne,Vibe Savoy Hotel Melbourne 626-630 Little Collins Street MELBOURNE VIC 3000,4400,Accommodation,Seats - Indoor,130,144.953929733017,-37.8177722277,"-37.8177722277, 144.953929733017"
2022,42,110095,101155,St James 555 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Goz City,502 Little Collins Street MELBOURNE VIC 3000,4512,Takeaway Food Services,Seats - Indoor,11,144.95781378501067,-37.81636534845,"-37.81636534845, 144.95781378501067"
2022,42,110095,101155,St James 555 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Zucci,"Shop 1, 555 Bourke Street MELBOURNE VIC 3000",9511,Hairdressing and Beauty Services,Seats - Indoor,14,144.95781378501067,-37.81636534845,"-37.81636534845, 144.95781378501067"
2022,42,101158,101158,573-585 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Coffee Logic,Part Ground 575 Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,65,144.95666971704998,-37.816513109291506,"-37.816513109291506, 144.95666971704998"
2022,42,105949,105949,538-542 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Time-Lapse Brewers,"Shop 5-6, 540 Little Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,21,144.9567679862,-37.81696667597237,"-37.81696667597237, 144.9567679862"
2022,42,105949,105949,538-542 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Fiord,"Rear Shop 8 & Shop 11, 540 Little Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,12,144.9567679862,-37.81696667597237,"-37.81696667597237, 144.9567679862"
2022,42,105949,105949,538-542 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Aroma Restaurant,"Shop 2-3, 540 Little Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,40,144.9567679862,-37.81696667597237,"-37.81696667597237, 144.9567679862"
2022,42,105950,105950,520-536 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Origins Cafe Shop Pty Ltd,"Shop 7, 530 Little Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,12,144.95710995453825,-37.8168797463,"-37.8168797463, 144.95710995453825"
2022,42,105950,105950,520-536 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Origins Cafe Shop Pty Ltd,"Shop 7, 530 Little Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,8,144.95710995453825,-37.8168797463,"-37.8168797463, 144.95710995453825"
2022,43,101152,101152,457-471 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Cafe Felice,Part Ground 461 Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,40,144.9601728808,-37.81549193230968,"-37.81549193230968, 144.9601728808"
2022,43,101154,101154,RACV Building 483-501 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Le Petit Gateau,452-458 Little Collins Street MELBOURNE VIC 3000,1174,Bakery Product Manufacturing (Non-factory based),Seats - Outdoor,10,144.9595844372,-37.81588561749844,"-37.81588561749844, 144.9595844372"
2022,43,108068,108068,111-129 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),Roti Bar,416-418 Little Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,68,144.96063602022025,-37.81581228435,"-37.81581228435, 144.96063602022025"
2022,43,108069,108069,131-141 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),Red Spice Road,"Unit 2, UprGround 131 Queen Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,300,144.96053353722417,-37.8154953739,"-37.8154953739, 144.96053353722417"
2022,43,108069,108069,131-141 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),The Turf Accountants,"Unit 1, LwrGround 131 Queen Street MELBOURNE VIC 3000",4520,"Pubs, Taverns and Bars",Seats - Indoor,60,144.96053353722417,-37.8154953739,"-37.8154953739, 144.96053353722417"
2022,44,597186,101146,Galleria 385 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Belle's Hot Chicken Galleria,147 Elizabeth Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,75,144.96292154949998,-37.81492943947073,"-37.81492943947073, 144.96292154949998"
2022,44,597186,101146,Galleria 385 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Starbucks,Shop E25 385 Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,50,144.96292154949998,-37.81492943947073,"-37.81492943947073, 144.96292154949998"
2022,44,105956,105956,Excelsior 384-390 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),In A Rush Espresso,Ground 384 Little Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,18,144.9617411281,-37.81560564160144,"-37.81560564160144, 144.9617411281"
2022,44,108111,108111,118-126 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),Club Colombia Restaurant,"Shop 1-2, 118 Queen Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,57,144.9612980901,-37.8156545827957,"-37.8156545827957, 144.9612980901"
2022,45,101144,101144,Royal Arcade 331-339 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Caffe E Torta,314 Little Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,24,144.9639640607,-37.81438773817147,"-37.81438773817147, 144.9639640607"
2022,45,101144,101144,Royal Arcade 331-339 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Caffe E Torta,314 Little Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,28,144.9639640607,-37.81438773817147,"-37.81438773817147, 144.9639640607"
2022,45,105960,105960,The Hub Arcade 318-322 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),The Dove Club,Level 2 318-322 Little Collins Street MELBOURNE VIC 3000,4520,"Pubs, Taverns and Bars",Seats - Indoor,120,144.96400961705,-37.814886608596126,"-37.814886608596126, 144.96400961705"
2022,45,105961,105961,304-306 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Laurent Boulangerie Patisserie,"Bmt, Gnd & Mezz 306 Little Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,30,144.9643479344,-37.81472868260109,"-37.81472868260109, 144.9643479344"
2022,45,109273,109273,139-141 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Gopal's Vegetarian Restaurant,Level 1-2 139-141 Swanston Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,80,144.96573187201267,-37.81441145705,"-37.81441145705, 144.96573187201267"
2022,46,101137,101137,235-251 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Cafe Soho,"Shop 33, 239 Bourke Street MELBOURNE VIC 3000",4512,Takeaway Food Services,Seats - Indoor,12,144.966619556,-37.81373785326741,"-37.81373785326741, 144.966619556"
2022,46,101137,101137,235-251 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Taste of Hunan,"Shop 24, 239 Bourke Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,65,144.966619556,-37.81373785326741,"-37.81373785326741, 144.966619556"
2022,46,105964,105964,188-194 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Marameo,6 Russell Place MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,65,144.9675811687,-37.81390744936704,"-37.81390744936704, 144.9675811687"
2022,46,108536,108536,115-127 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),The Crafty Squire,115-127 Russell Street MELBOURNE VIC 3000,4520,"Pubs, Taverns and Bars",Seats - Outdoor,40,144.96815337114998,-37.81368233014109,"-37.81368233014109, 144.96815337114998"
2022,46,109415,109415,134-142 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),L'Incontro,140 Swanston Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,20,144.96629164570368,-37.81430518475,"-37.81430518475, 144.96629164570368"
2022,46,111394,111394,UB1 Little Hero Apartments 16-30 Russell Place MELBOURNE VIC 3000,Melbourne (CBD),Neapoli Wine Bar,30 Russell Place MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,35,144.9674365318,-37.813539026856645,"-37.813539026856645, 144.9674365318"
2022,47,101118,101118,131-135 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Heng Thai Local Food Hall,Part Ground 131-135 Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,100,144.96946794955,-37.81300661946125,"-37.81300661946125, 144.96946794955"
2022,47,101119,101119,The Metropolitan 137-141 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Ishizuka,"Shop B1, Basement 139 Bourke Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,16,144.969167321,-37.81279275577653,"-37.81279275577653, 144.969167321"
2022,47,101124,101124,169 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Nana Thai Style Hotpot & Bbq,Ground 169 Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,63,144.9685634125,-37.812947112085325,"-37.812947112085325, 144.9685634125"
2022,47,101126,101126,173-175 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Straight Outta Saigon,Ground 138-144 Russell Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,47,144.9684169991,-37.81298896430425,"-37.81298896430425, 144.9684169991"
2022,47,602997,103597,SX121 121 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),Axil Coffee Roasters,"Shop E6, 6 Southern Cross Lane MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,23,144.97010937553796,-37.81281419155,"-37.81281419155, 144.97010937553796"
2022,47,602997,103597,SX121 121 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),Sushi-Ya,"Shop E3, 12 Southern Cross Lane MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,56,144.97010937553796,-37.81281419155,"-37.81281419155, 144.97010937553796"
2022,47,602997,103597,SX121 121 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),The Meating House,"Shop 1, Ground 121 Exhibition Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,20,144.97010937553796,-37.81281419155,"-37.81281419155, 144.97010937553796"
2022,47,625840,103597,111-129 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Amie's Bakery,"Shop W1, 11 Southern Cross Lane MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,33,144.97010937553796,-37.81281419155,"-37.81281419155, 144.97010937553796"
2022,48,101113,101113,59-63 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Madame Brussels,Level 3 59-63 Bourke Street MELBOURNE VIC 3000,4520,"Pubs, Taverns and Bars",Seats - Indoor,30,144.9715655659,-37.81212342700134,"-37.81212342700134, 144.9715655659"
2022,48,101114,101114,65-71 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Magpie Nest Cafe,Ground 69 Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,100,144.97145013195,-37.81227554084913,"-37.81227554084913, 144.97145013195"
2022,48,101116,101116,79-85 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Fancy Hank's,Level 1 79 Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,100,144.97103973560002,-37.81218018337256,"-37.81218018337256, 144.97103973560002"
2022,48,101116,101116,79-85 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Nando's Bourke Street,Ground 79 Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,110,144.97103973560002,-37.81218018337256,"-37.81218018337256, 144.97103973560002"
2022,48,101117,101117,87-91 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Sal's Authentic New York Pizza,148 Exhibition Street MELBOURNE VIC 3000,4512,Takeaway Food Services,Seats - Outdoor,4,144.9709028408,-37.81223394749057,"-37.81223394749057, 144.9709028408"
2022,48,101117,101117,87-91 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Beef Rice Noodle Bar,146 Exhibition Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,16,144.9709028408,-37.81223394749057,"-37.81223394749057, 144.9709028408"
2022,48,101117,101117,87-91 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Panini Bar,150 Exhibition Street MELBOURNE VIC 3000,4512,Takeaway Food Services,Seats - Outdoor,4,144.9709028408,-37.81223394749057,"-37.81223394749057, 144.9709028408"
2022,48,103626,103626,114-122 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),European Bier Cafe,114-122 Exhibition Street MELBOURNE VIC 3000,4520,"Pubs, Taverns and Bars",Seats - Indoor,250,144.9711969512,-37.81286229010783,"-37.81286229010783, 144.9711969512"
2022,48,105967,105967,68-70 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Cherry Bar,68-70 Little Collins Street MELBOURNE VIC 3000,4520,"Pubs, Taverns and Bars",Seats - Indoor,60,144.97133106425002,-37.81284125301718,"-37.81284125301718, 144.97133106425002"
2022,48,105968,105968,62-66 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Magic Mountain Saloon,62-66 Little Collins Street MELBOURNE VIC 3000,4520,"Pubs, Taverns and Bars",Seats - Indoor,120,144.971441857,-37.81280974337804,"-37.81280974337804, 144.971441857"
2022,48,106559,106559,20 Meyers Place MELBOURNE VIC 3000,Melbourne (CBD),Bar Carlo,Ground 20 Meyers Place MELBOURNE VIC 3000,4520,"Pubs, Taverns and Bars",Seats - Indoor,35,144.97235045969086,-37.81207813,"-37.81207813, 144.97235045969086"
2022,48,106559,106559,20 Meyers Place MELBOURNE VIC 3000,Melbourne (CBD),Waiters Restaurant,Level 1 20 Meyers Place MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,45,144.97235045969086,-37.81207813,"-37.81207813, 144.97235045969086"
2022,48,108983,108983,103-137 Spring Street MELBOURNE VIC 3000,Melbourne (CBD),Hotel Windsor,103-111 Spring Street MELBOURNE VIC 3000,4400,Accommodation,Seats - Indoor,100,144.97292358574998,-37.811994565723374,"-37.811994565723374, 144.97292358574998"
2022,48,503031,503031,19-23 Meyers Place MELBOURNE VIC 3000,Melbourne (CBD),Loop Project Space & Bar,Ground 19-23 Meyers Place MELBOURNE VIC 3000,4520,"Pubs, Taverns and Bars",Seats - Indoor,30,144.97210850771285,-37.812152294499995,"-37.812152294499995, 144.97210850771285"
2022,51,101171,101171,612-620 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Brightside Bagels,612 Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,20,144.9553258392931,-37.8162289918,"-37.8162289918, 144.9553258392931"
2022,51,105301,105301,175-177 King Street MELBOURNE VIC 3000,Melbourne (CBD),Subway,Part Ground 175-177 King Street MELBOURNE VIC 3000,4512,Takeaway Food Services,Seats - Indoor,16,144.95523196469128,-37.81602501955,"-37.81602501955, 144.95523196469128"
2022,51,566659,566659,NEO 200 Apartments 182-200 Spencer Street MELBOURNE VIC 3000,Melbourne (CBD),Hey Tea,"Shop 5, 200 Spencer Street MELBOURNE VIC 3000",4512,Takeaway Food Services,Seats - Indoor,8,144.95329878771437,-37.81625434815,"-37.81625434815, 144.95329878771437"
2022,51,566659,566659,NEO 200 Apartments 182-200 Spencer Street MELBOURNE VIC 3000,Melbourne (CBD),Ritz Spencer Kebab Cafe,"Shop 9, 200 Spencer Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,30,144.95329878771437,-37.81625434815,"-37.81625434815, 144.95329878771437"
2022,52,105388,105388,186 King Street MELBOURNE VIC 3000,Melbourne (CBD),KEDAI SATAY,186 King Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,10,144.95569473055622,-37.815673705600005,"-37.815673705600005, 144.95569473055622"
2022,52,105388,105388,186 King Street MELBOURNE VIC 3000,Melbourne (CBD),KEDAI SATAY,186 King Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,75,144.95569473055622,-37.815673705600005,"-37.815673705600005, 144.95569473055622"
2022,52,592048,592048,188-202 King Street MELBOURNE VIC 3000,Melbourne (CBD),La Di Da,188-200 King Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,80,144.9556241679,-37.81551358122934,"-37.81551358122934, 144.9556241679"
2022,52,111282,636824,515 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Bourke and Willis,"Tenancy 24, Ground 515 Little Bourke Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,40,144.9573920138448,-37.815318936249994,"-37.815318936249994, 144.9573920138448"
2022,52,111282,636824,515 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Bourke and Willis,"Tenancy 24, Ground 515 Little Bourke Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,30,144.9573920138448,-37.815318936249994,"-37.815318936249994, 144.9573920138448"
2022,52,111283,636824,550 Bourke Street 550 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Chilangos,"Tenancy 21, Ground 550 Bourke Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,26,144.9573920138448,-37.815318936249994,"-37.815318936249994, 144.9573920138448"
2022,52,612820,636824,CGU Tower 181 William Street MELBOURNE VIC 3000,Melbourne (CBD),Little Cupcakes,"Tenancy 6, Ground 181 William Street MELBOURNE VIC 3000",4512,Takeaway Food Services,Seats - Indoor,13,144.9573920138448,-37.815318936249994,"-37.815318936249994, 144.9573920138448"
2022,52,612820,636824,CGU Tower 181 William Street MELBOURNE VIC 3000,Melbourne (CBD),Sakae,"Tenancy 12, Ground 181 William Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,20,144.9573920138448,-37.815318936249994,"-37.815318936249994, 144.9573920138448"
2022,52,612820,636824,CGU Tower 181 William Street MELBOURNE VIC 3000,Melbourne (CBD),Rock the Wok,"Tenancy 8, Ground 181 William Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,16,144.9573920138448,-37.815318936249994,"-37.815318936249994, 144.9573920138448"
2022,52,612820,636824,CGU Tower 181 William Street MELBOURNE VIC 3000,Melbourne (CBD),Abacus CBD,"Tenancy 1, Foyer 181 William Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,20,144.9573920138448,-37.815318936249994,"-37.815318936249994, 144.9573920138448"
2022,52,612820,636824,CGU Tower 181 William Street MELBOURNE VIC 3000,Melbourne (CBD),Little Cupcakes,"Tenancy 6, Ground 181 William Street MELBOURNE VIC 3000",4512,Takeaway Food Services,Seats - Outdoor,10,144.9573920138448,-37.815318936249994,"-37.815318936249994, 144.9573920138448"
